sha256,yolo_objects,yolo_objects_confidence,cap3D_caption,trellis_aesthetic_score,trellis_caption,aesthetic_score,fileIdentifier,source,license,fileType,metadata,mesh_filename,caption,avg_height_of_bbox,normalized_height_of_object,normalized_depth_of_object,normalized_width_of_object,normalized_wheelbase,category
d7c5e6bf4a80f00576849bbd261b967967397eeea29292eba51c05c83b423536,['truck'],[0.86],,5.712436676025391,"[""A classic, metallic silver sports car with a sleek, aerodynamic design featuring wide rear fenders, circular headlights with a purple tint, black-tinted windows, large rear spoiler, pink-tinted rear lights, dual exhausts, black bumpers, and metallic rims."", ""Silver metallic sports car with sleek design, wide fenders, circular headlights, tinted windows, rear spoiler, and dual exhausts."", ""Classic, silver sports car with aerodynamic design, rear spoiler, black-tinted windows, and circular headlights."", ""Silver sports car with wide rear fenders, tinted windows, and rear spoiler."", ""Metallic silver car with aerodynamic design and black-tinted windows."", ""Sleek, silver sports car with wide fenders and spoiler."", ""Silver sports car with tinted windows and spoiler."", ""Aerodynamic silver car with wide fenders."", ""Sleek silver car with spoiler."", ""Silver sports car with fenders."", ""Silver sports car.""]",4.191280364990234,https://github.com/ProgrammerWaterworth/Immersify-Test/blob/719dbd34286b3d330f92a86c66c6e35589150e22/Mobile 3D Application/Assets/Models/Porsche 1975.fbx,github,,fbx,{},d7c5e6bf4a80f00576849bbd261b967967397eeea29292eba51c05c83b423536.fbx,"The car depicted in the renderings appears to be a classic sports car with several distinctive features:

### Characteristics:
- **Type:** Sports car, likely inspired by iconic models from the 1980s or 1990s.
- **Body Shape:** Sleek and aerodynamic with a prominent rear spoiler, indicative of its performance capabilities.

### Color:
- The car primarily has a **gray** metallic body, providing a classic and understated look.
- Notable accents in **purple**, especially around the headlights and the rear, add a vibrant and modern touch to the design.

### Quality:
- The renderings showcase high-quality 3D modeling with well-defined curves, reflections, and details that emphasize the car's sporty aesthetic.
- The surface finish appears smooth and polished, enhancing the visual appeal of the object.

### Additional Features:
- Noticeable features include large alloy wheels and a distinct rear spoiler, hinting at enhanced aerodynamics.
- Window areas are tinted, contributing to the sporty look.

Overall, the 3D car rendering reflects a blend of classic design and modern styling, creating an eye-catching representation of a performance vehicle.",143.5,1.0,3.291970802919708,1.5454545454545454,1.8709488471929177,Sports Car
f0d7944474e76fe2c6eb3fc78c648f470cb7480bffd071ca803319bfbc18371d,['car'],[0.92],Lamborghini Huracan V10 Plus,6.41726016998291,"[""A sleek and modern metallic gray sports car with a low, angular design, narrow triangular LED headlights, tinted windows, and a rear spoiler. It has black, multi-spoke rims with green brake calipers, dual exhaust tips, and aerodynamic lines."", ""Metallic gray sports car with triangular LED headlights, rear spoiler, and black rims."", ""Modern sleek car with narrow, angular design and tinted windows."", ""Racing car with green brake calipers and dual exhaust."", ""Sporty automobile with aerodynamic lines, multi-spoke rims."", ""Low-angled, metallic gray vehicle with spoiler."", ""Modern car with triangular headlights."", ""Sleek gray car with rims."", ""Gray automobile with spoiler."", ""Sports car, rear spoiler."", ""Gray sports car.""]",4.37778902053833,https://sketchfab.com/3d-models/9373d39fd8b343b98b0a840106fc5202,sketchfab,Creative Commons - Attribution,glb,{},9373d39fd8b343b98b0a840106fc5202.glb,"The car in the images appears to be a high-performance sports car, likely designed for speed and aesthetics. Here are the characteristics:

### General Characteristics:
- **Type**: Sports car with a sleek, aerodynamic design.
- **Color**: Primarily matte black, creating a modern and aggressive look.
- **Wheels**: Features large, detailed wheels with green accents, enhancing its sporty appearance.

### Specific Features:
- **Rear View**: The rear shows a prominently styled back with distinctive tail lights and a visible exhaust system, suggesting high performance.
- **Side View**: The side profile is low and elongated with sharp lines, characteristic of supercars. The addition of side vents indicates a focus on aerodynamics and cooling.
- **Front View**: The front exhibits a bold and aggressive stance with sharp headlights, likely LED, and a sculpted hood that suggests power under the surface.

### Quality:
- **Rendering Quality**: The 3D renderings appear high quality, with attention to detail in the modeling of the car’s features such as the vents, wheels, and lighting elements.
- **Material Texture**: The surface looks smooth and reflective, typical of high-end automotive finishes.

Overall, this car design conveys a sense of luxury combined with speed, appealing to enthusiasts of performance vehicles.",121.125,1.0,3.8793103448275854,2.078838174273859,2.490206751330146,Sports Car
facfe3746e78d6e33d5d3365083035334d829fcae4a1a743cfc17d0d9d1d023f,['car'],[0.95],"Compact red SUV with a panoramic sunroof, alloy wheels, and black accents on the lower body and roof.",5.548733234405518,"[""A modern compact SUV with a red body, black roof featuring a dual-section panoramic sunroof, black mirrors with turn signals, silver multi-spoke wheels, streamlined headlights, subtle grille, black and silver-accented bumpers, four doors with silver handles, and sleek tail lights."", ""Red modern compact SUV with panoramic sunroof, and silver-accented fixtures."", ""Red SUV with black features, silver accents, and sunroof."", ""Modern compact SUV, red, black roof, silver highlights."", ""Red SUV with black roof, silver wheels, and handles."", ""Red SUV, black roof, silver multi-spoke wheels."", ""Red compact SUV, panoramic sunroof, silver accents."", ""Red-black modern SUV with silver fixtures."", ""Compact SUV, red and black, silver accents."", ""Red SUV, black roof, silver details."", ""Red SUV, black roof.""]",4.517413139343262,https://github.com/Jibin-John/Nexon/blob/b206745dbe2686fb7a5147a4c43912a67f86ae0d/assets1/Harriercompressed.glb,github,,glb,{},facfe3746e78d6e33d5d3365083035334d829fcae4a1a743cfc17d0d9d1d023f.glb,"The car depicted in the renderings is an SUV characterized by its modern and sleek design. Here are the details:

- **Body Color:** The car is primarily red, which gives it a vibrant and eye-catching appearance.
- **Type:** It is an SUV, likely designed for both urban and off-road driving.
- **Characteristics:**
  - **Profile:** The side view reveals a smooth silhouette with streamlined contours and a slightly elevated stance typical of SUVs.
  - **Front Design:** The front features a distinctive grille and modern headlamps, enhancing its aggressive appearance.
  - **Roof:** There is a prominent roof design, likely with a panoramic sunroof, adding to the aesthetic appeal.
  - **Wheels:** The car is equipped with alloy wheels that complement its sporty look.
- **Interior:** The interior is visible through the open doors, showcasing a tan or beige upholstery that adds a touch of luxury.
- **Quality of Render:** The overall rendering quality appears high, with detailed textures and reflections, contributing to a realistic visual representation.

This SUV combines practicality and style, making it suitable for various driving scenarios.",185.5625,1.0,2.581395348837209,1.209549071618037,1.6593487539956735,SUV
1949e6415203764908f6cd6552e23a00ec923f579427647e12ff978124fc3cd6,['car'],[0.93],Audi Q7 - Royalty Free,0.0,,4.367812633514404,https://sketchfab.com/3d-models/3e07d83bc9b242a38cbb03a609ea2358,sketchfab,Creative Commons - Attribution,glb,{},3e07d83bc9b242a38cbb03a609ea2358.glb,"The car depicted in the 3D renderings is likely an SUV, showcasing several characteristic features. 

### **Characteristics:**
- **Color:** The car has a sleek, predominantly dark gray exterior, which gives it a modern and sophisticated appearance.
- **Type:** It appears to be an SUV, possibly with sporty elements, highlighted by the apparent design cues and broader structure.
- **Wheels:** The car features prominent alloy wheels with a distinctive design, adding to its sporty aesthetic.
- **Details:** The front and rear lights have a modern design, with sharp, angular shapes, enhancing its contemporary look.
- **Window Design:** The windows are highlighted in a way that suggests a spacious interior, with a light tint that adds a degree of privacy.

### **Quality of the Objects:**
- **Rendering Quality:** The overall quality of the rendering looks polished, with attention to details such as reflections and light play on surfaces.
- **Material Finish:** The textures appear smooth and refined, indicating a high-quality finish typical of luxury vehicles.

These elements combine to present a polished and stylish SUV that appears both elegant and sporty, likely appealing to a range of drivers.",172.9375,1.0,2.753086419753086,1.2578796561604584,1.7671110365125868,SUV
15fa214b4795acc9461ddb0bbcab37cbd47bed005954bc81c56d3a978d3f23f4,['car'],[0.92],,6.767928123474121,"[""A small, bright green two-door hatchback with black roof, white racing stripes on the hood, white side mirrors, tinted windows, chrome five-spoke wheels, round headlights, vertical rectangular taillights, and a single exhaust pipe at the rear."", ""Bright green two-door hatchback, black roof, white racing stripes, side mirrors and tinted windows."", ""Green hatchback with black roof, white racing stripes, chrome wheels, single exhaust pipe."", ""Green two-door hatchback, white stripes, tinted windows, chrome wheels."", ""Bright green hatchback, black roof, striped hood, single exhaust."", ""Green hatchback, white stripes, black roof, chrome wheels."", ""Green car with black roof, white racing stripes."", ""Two-door green hatchback with black roof."", ""Green hatchback, black roof."", ""Green car with stripes."", ""Green car.""]",4.44796895980835,https://github.com/IvannaSevkovych/3d_configurator/blob/72541267f928ac03af2e3505bf1b74ae630aad84/public/Mini_cooper_opt_attached_modifiers_1_tires_vars_collapsed_draco.glb,github,,glb,{},15fa214b4795acc9461ddb0bbcab37cbd47bed005954bc81c56d3a978d3f23f4.glb,"The car in the images appears to be a stylized 3D rendering of a compact hatchback, likely inspired by classic mini cars. Here are its characteristics:

- **Color**: The car primarily features a vibrant green exterior with a contrasting light gray roof. This two-tone color scheme adds a sporty appeal.
- **Type**: It resembles a small hatchback, characterized by its compact size and rounded shape, typical of city cars designed for agility.
- **Wheels**: The car has shiny, metallic alloy wheels that enhance its modern look and suggest sportiness.
- **Quality**: The rendering shows a clean and smooth finish, indicating a high-quality digital model. The details are well-defined, making it visually appealing.
- **Design Features**: It has a front grille, round headlights, and a distinctive rear design. The car sports a subtle stripe pattern on the front, adding a touch of flair.

Overall, the representation exudes a playful and contemporary aesthetic, perfect for urban driving.",230.5,1.0,2.112676056338028,1.1738197424892705,1.5819717908689117,Hatchback
d60c89e6df9d1b8c4f376a6315ce817a437be963e120f239c1b06912bbbd273c,['car'],[0.96],Tesla Model 3 and Model S in red.,5.6012349128723145,"[""A glossy red modern electric sedan with a sleek, aerodynamic body, four doors, tinted windows, alloy wheels, silver emblem, LED headlights, slim taillights, panoramic glass roof, and minimalist interior visible through the large windows."", ""A glossy red modern electric sedan with alloy wheels and panoramic glass roof."", ""A sleek, aerodynamic electric sedan in glossy red with four doors."", ""Modern electric sedan with tinted windows and alloy wheels."", ""Red aerodynamic sedan with minimalist interior."", ""Glossy red sedan with LED headlights."", ""Modern electric sedan in red."", ""Red sedan with alloy wheels."", ""Glossy red four-door sedan."", ""Red electric sedan."", ""Red sedan.""]",4.477619171142578,https://sketchfab.com/3d-models/3a602469d7874d1397efa67182198705,sketchfab,Creative Commons - Attribution,glb,{},3a602469d7874d1397efa67182198705.glb,"The car in the renderings is a sleek, modern electric sedan characterized by its striking red finish. Here are some distinguishing features:

1. **Color**: The car is primarily painted in a vibrant red, giving it a sporty and dynamic appearance.

2. **Type**: It appears to be a mid-size electric sedan, possibly resembling models commonly associated with innovative electric vehicle manufacturers.

3. **Shape and Design**:
   - The car has a streamlined, aerodynamic shape, which contributes both to its aesthetic appeal and efficiency.
   - The profile showcases smooth curves, with a sloping roofline that enhances its sporty look.
   - The front features sharp headlights and a minimalist grille, typical of contemporary electric vehicles.

4. **Wheels**: It is equipped with large, multi-spoke alloy wheels, adding to its sophisticated and sporty character.

5. **Quality**: The rendering displays high-quality details, including reflections on the windows and defined body lines. The overall look conveys a polished and modern design that matches high-end automotive standards.

Overall, this car embodies a blend of modern technology, style, and sustainability typical of electric vehicles today.",151.625,1.0,3.048611111111111,1.4834437086092715,2.109999868604872,Sedan
c52d180486fb5a49b4d0327c8f2583647eead4699334388540914e9b41e40fbf,['car'],[0.95],Suzuki Swift Hatchback,6.348696708679199,"[""A modern compact maroon hatchback car with four doors, dark tinted windows, sleek black headlights, red taillights, black front grille, black wheels with maroon accents, integrated bumpers, side mirrors, and door handles matching the body color."", ""Modern maroon hatchback with dark tinted windows, black headlights, and maroon accented wheels."", ""Compact maroon hatchback with tinted windows, black grille, and matching door handles."", ""Maroon hatchback car with dark windows, black features and integrated bumpers."", ""Four-door maroon hatchback with black wheels and tinted windows."", ""Maroon car with black wheels, tinted windows and headlights."", ""Compact maroon car with black headlights, wheels, and grille."", ""Four-door maroon car with black elements."", ""Maroon hatchback with black enhancements."", ""Tinted maroon four-door hatchback."", ""Maroon hatchback.""]",4.587069511413574,https://sketchfab.com/3d-models/218c3c0c6afd4d0eb343bd50d8868fd0,sketchfab,Creative Commons - Attribution,glb,{},218c3c0c6afd4d0eb343bd50d8868fd0.glb,"The 3D renderings depict a compact hatchback car with a sleek and modern design. Here are the characteristics noted from the images:

1. **Color**: The car is primarily a deep burgundy or maroon color, which appears glossy and well-finished.

2. **Body Style**: It is a compact hatchback, characterized by a shorter rear and a sporty profile. The car features a two-box design that merges the passenger compartment with the rear cargo area.

3. **Wheels**: The car is fitted with sporty styled wheels that complement its design. The rims are likely dark-colored, adding a dynamic touch to the overall aesthetics.

4. **Headlights and Tail Lights**: The headlights are stylishly shaped and likely include contemporary lighting elements, giving it a modern look. The tail lights also reflect a sleek design consistent with the overall theme.

5. **Quality of Render**: The overall quality of the object appears to be high, with smooth surfaces and careful attention to detail in the model, suggesting a professional-grade rendering.

6. **Design Elements**: There are pronounced curves and sculpted lines along the body that enhance its sporty appeal. The front grille is aggressive yet elegant, further emphasizing its modern design.

Overall, this car appears to be designed for urban commuting, combining style and functionality in a compact form.",207.0625,1.0,2.3471502590673574,1.2267303102625298,1.6175750574299708,Hatchback
609bfdb984f2335514bb1cd686dd17933d343996e498973263f78ca1fa21201a,['car'],[0.74],Green Lamborghini Huracan with V10 engine.,7.110443115234375,"[""A sleek, aerodynamic sports car with a wedge-like shape, matte olive green body, copper-finished alloy wheels, large black air intakes, slim angular headlights, sculpted doors, tinted small windows, a black rear wing, and visible mid-engine through rear glass panels."", ""A sleek green sports car with copper wheel, large air intake, and a conspicuous mid-engine."", ""Sleek, green sports car with copper alloy wheels and large vents."", ""Angular green sports car with large air intakes and visible engine."", ""Matte green sports car with copper wheels and black air intakes."", ""Green sports car with copper wheels and black rear wing."", ""Green sports car, copper wheels, and large air intakes."", ""Sports car with green body and copper wheels."", ""Green sports car with copper wheels."", ""Green car with copper wheels."", ""Green car.""]",4.07205057144165,https://sketchfab.com/3d-models/f59fafa2f66841988cd35a089c3067ca,sketchfab,Creative Commons - Attribution,glb,{},f59fafa2f66841988cd35a089c3067ca.glb,"The car depicted in the images appears to be a high-performance sports car characterized by a sleek and aggressive design. Here are the notable features:

1. **Color**: The car has a distinct matte green finish, giving it a modern and stylish appearance.

2. **Body Shape**: The design is aerodynamically styled with sharp lines and an elongated profile, which is typical of supercars. It has a low stance, enhancing its sporty look.

3. **Rear View**: The rear end features elongated taillights in a circular configuration, which adds to its unique design language. There are also visible exhausts and a prominent rear diffuser.

4. **Side View**: The car showcases large alloy wheels with a striking copper finish, contrasting with the green body. The side profile emphasizes air intakes and sleek curves, contributing to its aerodynamic efficiency.

5. **Front View**: The front features a bold grille with sharp LED headlights that enhance its aggressive aesthetic. The hood has a sleek design, and the overall front end gives an impression of power.

6. **Interior**: While the interior is partially visible, it appears to be designed with sport seats and a driver-centric layout, indicative of its performance-oriented nature.

7. **Quality**: The rendering appears to be of high quality, with detailed textures and reflections that highlight the car's design elements effectively.

Overall, this car embodies the characteristics of a modern supercar, focusing on both performance and aesthetics.",110.375,1.0,4.093896713615023,2.0737327188940093,2.466253289594337,Sports Car
ebaa67c7304309055fd17517ad30bccc9b7253b10a67cf58948c3af434aab30b,['car'],[0.92],a black and gold Nissan Skyline GTR with gold rims.,6.178285598754883,"[""Detailed 3D model of a Toyota AE86 Sprinter Trueno \""Black Limited\"" edition, two-door coupe, black with gold accents, pop-up headlights, small grille with \""TOYOTA\"" emblem, \""BLACK LIMITED\"" graphics, golden multi-spoke rims, and distinct rear tail lights."", ""Toyota AE86 Sprinter Trueno \""Black Limited\"" edition, two-door with gold accents."", ""Detailed 3D model of a black Toyota AE86 Sprinter Trueno."", ""Toyota AE86 with black and gold design and distinctive lights."", ""Black and gold Toyota AE86 Sprinter Trueno 3D model."", ""Toyota AE86 Sprinter Trueno, black and gold version."", ""Black Limited Toyota AE86 3D model."", ""Toyota AE86, black and gold."", ""Black gold Toyota AE86."", ""Detailed Toyota AE86."", ""Toyota AE86.""]",4.440370082855225,https://sketchfab.com/3d-models/80854ba302034431b517f523db328129,sketchfab,Creative Commons - Attribution,glb,{},80854ba302034431b517f523db328129.glb,"The car in the images appears to be a stylized 3D rendering that showcases several noteworthy characteristics:

1. **Type**: It has the appearance of a sporty coupe, suggesting a focus on performance and agility.

2. **Color**: The car is primarily black with gold accents, giving it a sleek and elegant look. The black color contributes to a classic, aggressive aesthetic.

3. **Details**: 
   - The car features pop-up headlights, a distinctive characteristic often associated with sports cars from previous decades.
   - There are visible modifications, such as a pronounced rear wing and reinforced front bumper, indicating it might be designed for racing or high-performance use.
   - Gold rims complement the overall color scheme and enhance the sporty appeal.

4. **Rendering Quality**: The rendering quality suggests high attention to detail with realistic textures and reflections, although certain areas may appear slightly less defined, hinting at a stylized artistic approach rather than strict realism.

5. **View Angles**: The images are presented from various angles including front, rear, and side views, allowing a full appreciation of the car's design features.

Overall, this rendering conveys a sense of speed and style, ideal for automotive enthusiasts who appreciate both classic design and modern performance elements.",147.0625,1.0,3.3,1.5085324232081911,1.948114149911063,Coupe
0543be3bb52696a6b71344104319446d7b4ca17941491b1bcfdf5e24e4ee652b,"['truck', 'car']","[0.89, 0.96]","Bright orange SUV with a contrasting black roof, featuring a modern design with sleek headlights and a panoramic sunroof.",6.027055740356445,"[""A compact SUV with bright orange body, black or dark grey roof and accents, streamlined shape, dark-tinted windows, four side doors and rear hatchback door, body-colored door handles, angular side mirrors with indicators, silver multi-spoke rims, horizontal slats grille, narrow elongated headlights with DRLs, wraparound tail lights, and bright orange rear bumper."", ""Bright orange compact SUV, dark roof and accents, silver multi-spoke rims."", ""Orange compact SUV, dark-tinted windows, dark roof, silver rims."", ""Compact SUV with orange body, black roof, multi-spoke rims."", ""Bright orange SUV with dark roof and silver rims."", ""Compact SUV with bright body, dark roof."", ""Orange SUV, dark roof, silver rims."", ""Compact SUV, orange body, dark roof."", ""Orange SUV, black roof, silver rims."", ""Bright orange SUV, dark roof."", ""Orange SUV, dark roof.""]",4.775516510009766,https://github.com/vladjiss/gltf-models/blob/95a8f03e5100c524968d2b60bda1436181e6e837/RangeRover3.glb,github,,glb,{},0543be3bb52696a6b71344104319446d7b4ca17941491b1bcfdf5e24e4ee652b.glb,"The images depict a 3D rendering of a compact SUV. Here are its characteristics:

- **Color**: The car features a vibrant orange body complemented by a contrasting gray roof, giving it a visually striking appearance.
- **Type**: It appears to be a compact SUV, characterized by its taller stance and spacious dimensions.
- **Quality of Objects**: The rendering quality is high, with smooth surfaces and detailed textures, showcasing realistic reflections and shading.
- **Design Elements**: 
  - The front view highlights a bold grille and sleek headlights, suggesting a modern aesthetic.
  - The side views reveal prominent wheel arches and stylish alloy wheels, enhancing its sporty look.
  - The rear view features well-defined taillights and a clean, structured design.
- **Overall Impression**: The car combines functionality and style, making it suitable for urban environments as well as light off-road usage.",189.375,1.0,2.539325842696629,1.3157894736842106,1.6924043933996993,SUV
2bcad2954338810a165d271cf7b7219f0c33536339f6de281207d2eb35a0d59a,['truck'],[0.3],"Black SUV with a boxy design, featuring characteristic headlamps, a spare tire on the rear, and multi-spoke alloy wheels.",6.240544319152832,"[""A detailed black SUV resembling a Mercedes-Benz G-Class with a boxy design, round headlights, four doors, tinted windows, a rear-mounted spare tire, five-spoke alloy rims, and symmetrical proportions."", ""Black SUV with boxy design, round headlights, four doors and spare tire."", ""Black SUV, boxy design, four doors, spare tire."", ""Four-door black boxy SUV with spare tire."", ""Black SUV with four doors and spare tire."", ""Boxy black SUV with four doors."", ""Black boxy SUV, four doors."", ""Black SUV, four doors."", ""Four-door black SUV."", ""Black boxy SUV."", ""Black SUV.""]",4.250035285949707,https://github.com/ella1331/KouluProjektit_SD/blob/6653a7aba85a012c33ad79fe35203ab8822c22db/Tyoharjoittelu/kuvat/mb/scene .glb,github,,glb,{},2bcad2954338810a165d271cf7b7219f0c33536339f6de281207d2eb35a0d59a.glb,"The images depict a 3D rendering of a stylish SUV, characterized by its robust and angular design. Here are its notable features:

- **Type**: The vehicle appears to be an off-road luxury SUV, resembling a design often associated with high-performance vehicles.

- **Color**: The car is predominantly black, giving it a sleek and sophisticated look.

- **Front View**: The front grill is prominent, accented with the emblem, adding to the vehicle's luxury appeal. The headlights are well-defined, contributing to its assertive stance.

- **Rear View**: The rear of the car features a spare tire mounted on the back, enhancing its rugged appearance. The taillights are stylish yet functional.

- **Side View**: The car has a high profile with a boxy silhouette, typical of SUVs, and features large alloy wheels that add to its sporty character. There are chrome accents along the sides, providing a touch of elegance.

- **Quality of Objects**: The rendering quality looks high-end, with smooth textures and sharp details that suggest a realistic representation of the vehicle's design.

Overall, this 3D model embodies the essence of a luxury SUV with a combination of sophistication and strength.",212.0625,1.0,2.305128205128205,1.083720930232558,1.491692234919621,SUV
5a720ffd020afd9edad7aac5573449827fb5579d4f7825a7aea27015bccb4bb3,"['truck', 'car']","[0.56, 0.96]",a red McLaren sports car with a roof.,7.099975109100342,"[""A vibrant red aerodynamic sports car with smooth curves, a low profile, integrated headlights, black five-spoke wheels, tinted windows, a large rear spoiler, twin exhausts, and various aerodynamic features including side skirts, front splitter, and rear diffuser."", ""Vibrant red sports car with aerodynamic features, five-spoke wheels and twin exhausts."", ""Aerodynamic red sports car with black wheels and twin exhausts."", ""Red sports car with aerodynamic design and black wheels."", ""Aerodynamic sports car in vibrant red color."", ""Red sports car with twin exhausts."", ""Red car with aerodynamic design."", ""Vibrant red sports car."", ""Aerodynamic red car."", ""Red sports car."", ""Red car.""]",4.242514610290527,https://sketchfab.com/3d-models/ffca09fb1ac8488ebf95600e5704c535,sketchfab,Creative Commons - Attribution,glb,{},ffca09fb1ac8488ebf95600e5704c535.glb,"The 3D car object depicted in the images features a sleek, aerodynamic design commonly associated with high-performance sports cars. Here are some key characteristics:

- **Color**: The car is primarily a vibrant red, giving it a bold and dynamic appearance.
- **Body Shape**: It has a low profile and elongated body, suggesting a focus on speed and agility. The design includes sharp lines and curves, enhancing its aerodynamic quality.
- **Rear Wing**: The car is equipped with a prominent rear wing, which is typically used to increase downforce at high speeds, indicating its race-oriented design.
- **Wheels**: The wheels are distinctively styled, with a multi-spoke design that complements the overall sporty aesthetic. The tires appear to be wider, contributing to better grip and handling.
- **Quality and Detail**: The rendering shows a clean and polished finish, with clear glass for the windows and detailed textures on the body. The model reflects high-quality craftsmanship common in 3D visualizations of luxury or performance vehicles.
- **Overall Type**: This car can be categorized as a sports or supercar, designed for performance and speed, potentially drawing inspiration from iconic models in the automotive world.

The combination of its striking appearance and performance-focused features makes it a standout representation in 3D car renderings.",155.0625,1.0,3.169550173010381,1.6463022508038585,2.0927334689764003,Sports Car
c375fd420e06b5f78577bde6a30484724b306736d2b3d1ad9e848587de0e8c45,"['truck', 'car']","[0.69, 0.95]",,6.76648473739624,"[""Sporty red sedan with dark gray hood and rear spoiler, large alloy wheels, tinted windows, and performance-inspired elements, including aerodynamic features and twin exhausts. Horizontal headlights and elongated tail lights are yellow-tinted, enhancing its aggressive look."", ""Red sedan with dark gray hood, rear spoiler, large wheels, tinted windows, aerodynamics, and twin exhausts, with yellow headlights."", ""Sporty red sedan featuring dark gray hood and rear spoiler, yellow-tinted lights, large wheels, and twin exhausts."", ""Red sedan with gray hood and spoiler, tinted windows, aerodynamics, yellow headlights, and twin exhausts."", ""Sporty red and gray sedan with large alloy wheels, yellow lights, and twin exhausts."", ""Red sedan with gray hood, spoiler, aerodynamic features, yellow-tinted lights."", ""Sporty red sedan with gray elements, yellow lights, and exhausts."", ""Red sexan with gray hood, spoiler, yellow lights, and exhausts."", ""Red sedan, gray hood, spoiler, yellow lights, twin exhausts."", ""Sporty red sedan with yellow-tinted lights."", ""Red sedan, yellow lights, exhausts.""]",4.351327896118164,https://sketchfab.com/3d-models/60c7bd86446f42b69447d795d063965f,sketchfab,Creative Commons - Attribution,glb,{},60c7bd86446f42b69447d795d063965f.glb,"The car depicted in the renderings appears to be a sporty model, specifically resembling a modified sedan, likely inspired by a Mitsubishi Lancer Evolution. 

### Characteristics:
- **Color:** The car has a striking red body with some black elements, particularly on the hood.
- **Type:** It features a sleek, aerodynamic design typical of sports cars, with aggressive styling that suggests performance capabilities.
- **Spoiler:** A prominent rear spoiler hints at enhanced aerodynamics and stability at high speeds.
- **Wheels:** The wheels are sporty with a five-spoke design, metallic gray in color, suggesting a focus on performance and style.

### Quality:
- **Detailing:** The model seems to have a high-quality rendering, with smooth surfaces and clear lines that enhance its visual appeal.
- **Lighting:** The object is displayed against a black background, which accentuates its color and design.

### Additional Features:
- **Exhaust:** Dual exhaust outlets at the rear add to its sporty character and signify potential enhanced performance.
- **Headlights:** The headlights appear modern and aggressive, contributing to the overall sporty aesthetic.

Overall, this car rendering combines bold design elements and performance-focused features, making it a striking representation of a modern sport sedan.",164.125,1.0,2.8838709677419354,1.3696969696969696,1.8376256881221649,Sedan
54f4becd53fce8ccdb111ab9c1b2d24bf3cf0c373e54015292cee2fd526d98de,"['car', 'truck']","[0.79, 0.89]",,6.331305027008057,"[""Modern bright yellow sports coupe with two doors, black racing stripes, sleek aerodynamic design, vented hood, sharp headlights, wide grille, segmented red tail lights, small rear spoiler, tinted windows, multi-spoke dark wheels, flush door handles, and stylized side vents."", ""Bright yellow sports coupe with black stripes, aerodynamic design, vented hood, and stylish features."", ""Vivid yellow coupe, black racing stripes, aerodynamic, vented hood design."", ""Yellow sports coupe with black stripes, sleek build, vented hood."", ""Yellow coupe with racing stripes, aerodynamic, vented hood."", ""Racing-striped yellow coupe with aerodynamic, vented design."", ""Aerodynamic, vented yellow coupe with black stripes."", ""Yellow race car with black stripes, vented."", ""Striped, vented yellow racing car."", ""Striped, vented yellow car."", ""Yellow vented car.""]",4.52369499206543,https://github.com/RiteshKr00/Your-Showroom/blob/339e24959e9ebbf20c5e01bd614206f1765464cd/public/scene.glb,github,,glb,{},54f4becd53fce8ccdb111ab9c1b2d24bf3cf0c373e54015292cee2fd526d98de.glb,"The images depict a stylized 3D rendering of a car, characterized by its vibrant yellow color. It appears to have a sporty design, likely representing a muscle or performance car with aggressive styling cues.

### Characteristics:
1. **Color**: The car is primarily yellow, with black accents that enhance its sporty appearance.
2. **Body Style**: The design suggests it is a coupe, featuring a sleek profile with a low stance.
3. **Rear Features**: The back view shows a bold taillight design with prominent exhaust outlets, emphasizing performance.
4. **Front Features**: The front view reveals an aggressive grille and hood vents, which are often indicative of enhanced aerodynamics and cooling.
5. **Wheels**: It has black wheels, adding to its striking look, possibly with blue calipers, hinting at a high-performance setup.
6. **Overall Design Quality**: The quality of the render suggests a well-defined model with smooth surfaces and sharp details typical in 3D car renderings.

Overall, this car is depicted as a modern, high-performance vehicle, likely targeting car enthusiasts with its sporty aesthetics and bold design choices.",137.8125,1.0,3.375,1.5824175824175823,2.055272622541948,Coupe
