uid,vote
1ca38d41234c491798bae80d39c09ade,1
6c2f03c3852941499e5c1d725a99365f,1
bab91e310e4c48c0ab8230d061811f3a,1
f349815622944926a09727b4f9a0ad62,1
b11c22328b614c268f413b0e47348560,3
ebbe60dc70d847359ff2102d807c34f4,1
738edbc7fbb844c893cfd33aefe0a35e,1
5c08f723bfc94a98b7d7918e3e4ff1dc,3
8edb5e500c144ad2b087ca68811506a7,2
3846dddeae1a44b5b8b1365f98694850,2
745f4f4995c9480a8eb0f9f54380c4b8,3
c9ebe2921c8a45cd839c238c322a7b91,1
48e1fb09285b43a2ae73eaaa75bd85e3,1
55ec3b6002c84a609045361b8814df27,1
51ff44881e6e4d7bad90decadd7ea4e3,3
10a616ac355e47fc9c529e4ed34f1c96,1
4447a8c897704b438b65ebef33688256,1
ee1d5a0e8cb844a89b668cef8deff6fc,1
47fa1688731946279ee36bba65ac0b09,1
f046a39ad7ad4ae88543e63239eb4ab4,2
91890b50a0724156beb4f98f21565578,3
80838b6e92124ebc9080c33060479579,1
1ffb8f37e77f45b99ae43da21f584dc6,1
9fc3bebac5ee4ad1a7fb1d743e0db7d3,4
67b8d2229a474282959af3358e2e44e7,3
d795bdc9ce2c4a65a95c5ffdfd032977,1
8b7b8586c06f41d3b51602b19fa478b1,2
d13337221e2348c796270385e18cff6c,2
f306bc9eee254e27808bd5d7f429e22a,1
920f994daf2c4c25986a246135ba7767,4
852ea89f86e647998b11b7eb9cac6f8a,1
ba31f781c208436b9c14747ee1948a1d,1
5ff781b9b6184b5dba28c4d5fa257e96,1
f963c934d654406a893994e2b04813c8,3
27cbbecd5160412eb3569e22036b82cb,3
636edebc099b44dda0978a807abab5ef,1
010308f940c342ae919abc776dac13e9,3
f6554e0a2f654b3e93ef4165ea3b0889,1
f178094881794c81b4dcf0b89f744a3f,2
13d87c7e2b1845e39ae4ae1cdc7a7465,2
c9ff6f904ea84c54ac452d9a1441f0c1,4
414a7bb519e14ed3847c9abfd82d0fe2,1
70c70772be12482393a6f5cec9bfaf4e,4
0e249864d1df49818ef2c03c336a934c,4
f500d1e5cd5e443ea2e3de217412a7bf,1
408a99a45a3f4218a22876524c193b1a,3
90ec23ca50104ad5946377518ec6eeca,3
72aea1521d4c4339b0b59273bec36931,5
cc6f1859fad84d47abd15c53f5770f81,3
e4365c5cf25a447792d078b0f4c4ad16,3
7e1e6ef939494a24be53ef30a2142dae,2
d3e89c17f0cc46cbb566a43883d23bd1,3
48db6facb4b64e99b60f36b8c01185e1,2
443aef5b643d47ba9d367eb6bf94ee7e,2
9a3653eba82746bd9bc0fd16f8cec1d8,1
1cb03f6ef0cd4719af82d6fa61523855,2
2b734bf738dc405998c2074953965cc6,3
404b2aefdf084f01bc3d75559c9c4088,5
0095e5bc031844c382184c0456e98c52,2
019bb8c8515342b3a343f45a9d76250b,1
f5272391e00541879d04cc8322d8ac82,1
6f3dfe89b7a947bdadbac659691d06ad,2
fec3fec276d240f6b8a660e2a7874435,5
94a30eec8f2b4ec6bf8c570ee80123e0,1
9b70707fd2304f578175158564719c5d,3
b6db59bd7f10424eae54c71d19663a65,2
8a9c1ef1245a49d681dc183752f7f977,3
ecb4c073fe284aac8cc5bc8d8f9606f4,1
2c7d8fc79824428b97ce5f56629d0ed1,4
a0330ed5d12c4379b2835ee12800b964,1
66fa253d6d6f43288c1346497ab07add,1
9fa46080fb204b3ba0c4de40255c57e1,3
44aad8c1961d4d79b702c9973594102f,4
f10a3e7e50b04159ab71145ee847b670,1
2d3adbb1be6744b98546981abf2dc6a3,4
9dc05298c34d4a39815862efc4a2e0ec,1
f1097224b2c240e3903b20ec46d471b5,5
d1f9d3138bba4ae3a5051841e5eeb8d8,1
c0dc0d20b3d04f11af154615ecf90114,3
1ef167df755d40399e5801f499cf2295,2
b2758074aae146629124f672ae0998c9,1
847de90680c143128bfb4a337a0b7312,1
25a0e1924df94cdb825d58da2e2d8ebf,1
04d6fe05284841489c5b32baada06b38,2
94c1866f2c594e5487d65c75db2a6384,1
6cd9bd46f2e54619b1d8804f74870916,2
ff671237a1ea4592a931929b92b54708,1
a354ad8a63334c6c88685e1b08370957,3
2f86ab8c0b56432abeafe5ccfc16004f,1
d8fdf5504f2345afa5680a8c6ad759e3,2
bbcbdc697a614c25a5b02ce2a4b2c6ca,4
5bcfe29be9084b68924521a6826a9f5a,3
a999dc1140b64e0f9762ca0c6d87f95b,1
2a288e1824da4e39979029734c0185cd,1
de300880665f4e8b86cbd2a9a656265f,1
eafa89451a9b4f8a84cf9cd486111695,1
2dee503c05f940739ff6f9e2b3562337,3
03142e55d2b1402db12d782155279c3b,4
664fd370dc2240cb9f14c78b6f4752b4,1
94fcef58d8d04af2b6bf42f2949227eb,2
b21bcd432252445cb7dcf6f6fbb1b4e6,1
1484dfde9094471ab870b32e75a94223,3
197e9c3d1d424f4dada87725cfb3b730,4
af16ba9f58ab461b83d9c92b12d1fb5e,1
8728b0b42c4e4fd7889d34a76966def1,1
e188739cbbfc4e448d07250fa2c4af13,1
aec8e65304a248b7be2fcddf9ebb0f42,1
0430e4696da54e4489a0971266bbec98,1
44cdbfdb267940eb92bc0d113ef86a7b,3
e95fe88521884eb9a7884f45f6e4074e,1
81e9ef29c8194f529e5c3e77a5f8336a,2
496367fdd5254e4db9dd8967ba0ba169,1
26b14a10024e4a3ca5f27af75b0d6d88,4
990386d6948b4a88872c808f1ac9e534,1
79e1daac0dbe4b9385e03e6842aabeaa,1
828a32383fe6487abe8fa11faf6f8875,1
905517de263b47aaaba742bde6ed3624,1
47ce3eac47524efc85363cca7513751a,2
7a4c1cc884a84512a876ac14c1703cfa,3
f4e33c0cdde34ec9a96385a8376c0bf6,3
ae5ed700a414493280eca2ed36cc509a,1
1b6f848b9a9b4f3cabfddcba315dd5cb,1
40ecf3aaba714fe19d3043065536681c,5
8053bcb5c10b48249db6f4447f387c6d,1
13e3590d9cc440f28d03bc02512f37e4,1
c3c93177fa6044348981f1abbdf6b5cf,2
a284925346f54a758fdd205c16b184c1,2
62a16450cba945b1b4fb97cf12f89e45,1
6814c43c12ba468897fb3e09c55c21eb,1
9bb23531a7fe4b9f8de26fcbb3c60e74,2
3046752450c249e2816c4a4835990fa7,3
c1466ba1301d42b9b70376b6fcd895fc,2
2ca29b930af545cab25d1326000117bb,1
b312968c927845e1b33e5b5788a4a984,3
3e6de120cc0847ae8ff394bfc08a84aa,1
3e6d7bbad7c9446bbff03f6ecba1b769,2
613dd8776020427eb162fd2fa906cf90,2
b7f08f92e406479bac320534950e5ca6,2
b1f5730271a94f7ab3fef93bf5e3a489,3
9e3c7a51cd8248febdf8a12a9b5f2af6,1
861cbc728c554649884685c58be42510,4
ddb46ad09b2d48818f09667f879a7fdf,3
17f5deb275f94b85ba797d6a792b76e2,1
e7976c5a28a64f9abe563555c3197c3d,1
677081788609454f8340f823f959f846,1
39f7360f9e6a46268f86c8625f912a57,2
4650253ab2ab40dbb522fc880ad721f0,1
08c8cae3cf2648cab03f2d7695248e23,1
2964a409f5ea491aad866ab883533330,3
168ac7628353438babf40db78ebbd518,2
8c52be2e30124bdbb647bf257fd32542,1
4293890256c946b2af32e1c4ddfddf2c,3
e367162f425a4fb59f0f3515d1935e8a,1
cd90c770f620452bae3f3fcecc20af5e,1
52146deae0b0442da4f80ddf74f83e1e,1
804413e30a314fd0b0d9a307f237c7bb,1
1a784c8fe456498ba115a7f1c2e34cea,1
e3d4d0559b39470096a43887747f73dc,2
d792213008744efa9253a9147523ca2d,5
8b0b5ba4c12947f58f1ec6eac75be91e,3
34dc6085b786485db2c8940d4deac7bd,4
d3029b62317c4956bd0a28140ffef83d,2
2c36be92f6174fc7b432085d1e04dfb2,1
b76d700cd0f14d09855744cf934f33d4,4
1da38149d5cb419cb19b550067d91ff8,2
e49a67d0431842dc9785ac55d7e93906,1
0b0b32949c754e58988f1c26023e1077,2
beb4cd1a2fb34bc981496763bf5a21ca,3
56ac51156a004612b853040e94498a64,2
2148c288d2774bc6a2979659265e6d48,2
db3703803c644ca0b1a0161ca253a743,2
92d549b0616e43be9867130b6856fe8e,1
fc1a31e42b0c42a0a7143df52585cdd1,2
36f4a47b619a49bda4c1870e7833b25b,5
84677e30d534438d9585b0bf7b2e3919,1
ff779febde244a638358017ef1af8056,1
b01950cf99aa48c1ba2ebd0addc8a9d4,4
33df244180e046cba28970e41a349601,2
e58d25c1d8cd40c08f8927fabf103b65,2
9f49680aca5c4285a5f589a389d1eecf,1
26e6ee92454c45c8b6f82a46301bcd81,1
c765fd12b7d841c9ae6f5ca245491e68,1
106d69aac2ff49c08f5ac5c1b7b1b9a5,1
7189619a252f4e52846b5c7a4f524257,1
b8f9006e78ed4e44bee94f470aca753d,3
b4cc7278a04e4a37b518d71745a4dee0,1
143a3030a6844de698ae5754de283696,3
cc966817b4e0433aa4b969ac0349c805,1
0f8d4974e672417aa5afbc63bda7c15c,3
3bf3acd29f7948cd817b6a43923d07cc,3
ad809baed96642d7a1b6e065f3fcb7bb,2
0f190d3dcc2b4aedbd56787a44b35898,1
c0db7dbf8cd04d5d9757956f9b31ea97,2
20377d785f9d42aab88dc870645e6aef,1
27ab15f52ba548458aeeaed24e156ab7,1
5416965277554e7682fcc2dc4961a99d,3
199b92847a924f9ea5b4feb9f5f67ab8,1
23d9ff4caec247349e18afde14eaa493,1
c8b98707d81d4faeb4b6bf491d1fdc13,1
ce7b1b79146c4d77b9a79394990b5a78,3
e0a3581e640a4c5b9010413d17648508,1
4a02a000413e4bd1a65cb886acd90f7e,4
05fde6c5d93d43bf8aae17ee21b12d68,2
e6cd7bdeaa26440d97686e53e65f66e4,1
efc48f56f49e43dba8a28243b30fb582,1
40b3085c97cf411eba292f443701c824,1
2b6df5c8af1e465dae69282c80de02ee,1
e2289f2c0bb0493986b22951e4185429,3
1ca6490064de4012b2cedec37229d92f,3
0865dc5ae35047a9a4127f93154cdea8,1
bf783f441ed74f6db4aede427452aaca,1
396679e9f635495db63bb8750276e866,1
0e8f9aa0434146fb9cdbd28afb9fc064,2
0c5fb36bcba24236a7104a9ad1d07755,1
6c207e792ecf48039d1ebbb4fb8e51bb,4
c222728cf57c4fee94061ad1c9cc5830,3
872db2c3aed1445fbd8a2fa629c2d9aa,5
619f12b11d9f41359c422ce4f7d600ac,3
86fe79b55e3549f1948bd20e5dcaaa36,4
dfd6f62a8fef4cdd957a8f3fb4bc4b40,1
0bc2e020f1af4ffaa8074ed09ba0f811,3
5cdd8e7f48b2438ea9ab28b4811f7fd7,2
8c833864d0bb40f4b3f3a3fe1e99e702,3
3a5265296fb848ac8f136e6d4e665811,2
c1a97ee9330f4e68b9872cae1168a9fb,2
e699cdee07994c4aa718b6f9fbebb752,2
3eff233a10d64c589f2d700ebefdf29d,2
37376995fead4e64bdf79ae991e356c6,3
dd4b5deccd8049ec980a12e51eec1920,3
0cab0e8b7fe647e9a1e0b434a6da56f1,1
1269720ec7b84c899eac77c1d325141e,4
b7acc52fc92942a09ba59742be543822,1
4c716e5b768e49eabadd2338c89590d3,4
95f32d0d23bf4db48b1b28843385685f,3
44125956d2b94d5bbfcef2bf60ebdd8a,1
657e71b3e2ad468196668e9c9df708fb,1
c59fa3cd8286487ca7039da0cfb83301,1
987e8ed74daf48e29d7321dc3abddd54,2
6be1f1643f664ca1b00d28a3bcb93844,1
951d5176c4a048648bea3a29a661072d,1
e141acc2101c4cc9b1f8a523f14b716b,3
e952026741634220b451f327f065ec55,1
2a8a0606f0b7454296014ed73333fcee,3
0856112a197b470382f223f5b69b31e1,2
5847c46f117348e89b8aa7a0c7010cc3,1
37a12cf05b604bba8f06706bb3cd9b02,1
27c339aafb434c59972a72e09a458215,2
9619300e6bf74a1db9dbdc1b76360d97,3
42d9710cd96741e6be29eeee3fc4b361,1
09f3182b9599489db5ae46d011035a62,1
6829ca5c997a47c4b0af4e33f505ad13,3
d790b2b7568e4ad3b8fab9b5598579b6,2
1730c7d5c54a42fcb5b18b7b708f91a5,1
294100b9d5ea4b91b060e75b237cdb6f,1
5b7f78822e1e46089205ed8b1b0b2b01,3
ecec6779663e4158931195f0e55e54d9,4
2322139894c545b6838000f08d853662,3
2b1b17011872445fae987bc788b6fde3,1
c5de90ab23f844f38fa4149cea5297c3,3
27f6af85b7e9485da35e1bdbb5da680e,3
acbd071edff442d88b0b261ef0d005a7,1
d00ae4bc719249bb9bd1e2fc06853bec,4
f49d70e0231d4ca3b789bec7d99b0637,2
475ea8b3767e4eae869d2d839a86272f,1
5d32df1aa9c24aa8950d7df93ea97e55,3
10c1b6a67d1c4b69b729b5f65600a290,1
9cc8dbbd68514a0fa8c2d14595cade99,1
1fca51989d834c008577cb3837788d8a,5
784e4656aca649cca55d6b18740a19b2,5
85b1f013cdf6457b8b9a3ee81e70fed8,1
97566fccb6734c27a9cb8b655314d470,3
f2ca4362448f49aa81522a57cc85ce1a,4
9b0fbfe2feef4701be1614d3442b419d,4
7b396d705487454da467cc590654c9ff,1
826fc5d638134df588a2db1b186c6666,3
036a13aefc3f48c5ba996aa2361b429e,3
c461fab422814c7c9f250619b149942b,1
5aaf22d5c0474a688b7d9306c1813d78,3
7e623d9f0f274f59a44cb6d0488f2fc2,4
3e0fedbf594d46c88e06f40cd3cc0cb7,4
cfed1d026ba6444abf7c0249926c5c4a,1
9000f90abf964d4896cbe3fbcbad82b3,1
cf314848dd7e4cf7bbd4162aa2d808ca,1
2a9d2aea75dd43539517ef5d145d0748,1
0bf5a09fd6124ec4beb39830839b2c63,3
3706b93e56bd4eb0bbf149067ee08676,1
20c94f353d944dabb168ba8ef89bcbd4,4
9a3f44c8c5b84db5bde6362b58bf5d98,3
f21877edd63c4fe6be5c9e8ace611eb4,2
a48fb40bc75240e89fedd982482891e2,1
32964087f5d24c3e90482724ddfc2fef,1
2b40726cc9ce4f0b9cada71a2aa536a9,1
8d48f36812604ce39e20bf1250161061,3
3a68c66a5e3a451cb78f90fef59becc7,3
f7adbfe590924f0eb7b8229ac7682e81,1
97aa7c2806a145e49047de914c27d03b,1
a1625b9d48a747d9bbf2e4e3dbaa596a,2
2b1345820bac490ab51af3152de462d8,1
e0165fdb2219492bae362cde33d37349,2
0ffb73a0da04455f8bc3decf51907457,1
6d9c3d7a4522496583cfa90d1fd7f3e4,4
0045ca3ff44b4d9baed9028f32beec6a,4
891bc0a319ad4ac4a111c6d2b67ffd9b,1
e286e1f0ec054797a7f1bf9b0b675b14,2
364ca72fa20d4b75884b154bc60cd201,1
c9000699de924988a7e299b3875bb39c,3
6fc435003e534f7482598ad691618241,1
4db0bcbc183a452eb3ef692cce2fe36f,3
e527c8774d19487d805c372ad2644b7b,1
50acecd0c96f484ca0de0de27900afc5,1
d44fd1c6182a4075ad91332ffb013af4,3
2fc7eb5a5e9440e6818ee15a2045e47c,1
3e518b48c74d4e9797abe62643b8347f,2
a31df2c362f64339a275ff7c5bb113ac,1
fd67f7bfe86f4060a3057d2ebbfe1a48,3
4c13d931e6ad44e1b1ad4d0005c4dfae,3
aa65cff17d5645bdafa23296e3bf015f,1
7446dec71dd7498a9dec4fc0bb3bf3b7,1
c92158ae4faf422e870319d0e92703ac,2
72e4bfc9e5b3465d99bf5a77c0b8b061,1
a121a52e78924c5f9037f4a41a4a8f6a,2
7356fa53585a4ec286311f4ba95ab68b,1
e773437296c248a6b8eebb0729fce978,4
4540443d945f48759a46ac3a609e3153,2
a058279e1a6f4cc680dcac11e31c4373,1
bb875dacea104dd18efec4d3ee55e001,1
1dadf99d3f89404a9aff88d94d8ca96f,1
ea8745ea7bc54f298f4de2a0dfe0583a,3
e2b5c8cdee764e1cadca5a7d6b1f4126,3
ea5c102092ae4c72a0c6aa228a07d619,1
5d932623c4c34fe297da6f73888fd8d5,1
c2739370a8a9495abdb9ff5833e10a7c,1
c66759d948964be9a341c2e253364d59,1
54b3daa930b94915a63d23650ecb4943,1
7ff042b6d9f040d8bafb183fa6e92fae,4
df8e06e4c70c48ddb7eb0c1efea8238a,1
b9f58af72ce64e58a76b412c05752eb4,1
a47d2d8c83b44d348329dba8f92d1adc,4
958fedaf07134d0fa13ca52136c4644b,4
db303e2cef1642cabec0b2b9b7a8bb6b,2
1d1da07ee9dd4324a3b3f1572153a3ab,3
b9496b96eb06452e9e62975fa12ea96d,2
c8c24459421e49f39ca82e6fc2f13000,3
dcb28e6960d2491db3259d816fd95f9e,1
da956243377f420b8d9abe9cbe161088,1
c2c1989a395a442a8bded537b6bc7341,3
d2569735cf0d476a90e1ad55617e8006,1
f64c3ed0309348ce9e4d5ce9ba30723f,3
6e50051dea454bf6bfe7bdc280a59f4b,1
c5a28c613f5b41e787f411c9108dde7c,1
5ba18ea4b69f4c7f89f6138502a657a3,2
b6fb2e7ab70142f9bbba1c7343fc1587,1
509f7dbf94514d1f9b91b188e1084436,3
6288f3e0dabe47caa623ab2e95d7cc97,1
e3c882bacc604e2abe8784035af3fc75,3
3bfbb7c5dc4a419facdc6edc80a12aed,1
7332522e27d34a2c8c2120e2555fbba4,2
e33548133db54effa4adbf6a3445ad1b,1
c73a41d4fcb8493aae327e039dfcc67f,2
5a6cb432451743dc889bf52c9427d397,4
263fd595fa4a45e988d5c6e236cbf293,1
19762ea1b6dd42b58f105a559d61ff04,5
a674e2781f874edf90b35ac93a72b011,3
68709a06a05c46b6a11639f4f600867f,2
a3b2efada6074beda33ff09c60762b26,2
db266f0b55c74a2392f8efb9f7a375be,4
ba7d409c49c444989f0ea2782bbbe2b7,1
e209a97ad4594e188c2140cd5e8ef582,1
e2f924cc8cf94f7f81e2da7860462d15,1
00c2121bb2414adc8a3c02d1382a6647,1
1902e8f0ef9949bca97bd2078684cc0f,2
6fafe7d378254899969292604f1cc762,3
c65c92c863384acc91f3e8388dacd70c,1
0d194df27b3742be9e76bee46f04bf92,3
b5fc037dfd8b48ac9e05419065add118,3
4002de68e26b44af91bf947720e293f5,1
060387fa29dd43768505ee14c9315cb9,3
122a22d210234596ad23623588d0d166,3
9107448c53f3452888f2ccf96acc3d3f,3
b6610a8cfcd347d4b20b7f5445dd7d38,1
68584a7769f04eddb8507fd7346de395,1
8f685f8724074898be7e11925d163677,1
859ba1aa8ccc4b0ab3507169bad069d8,3
def4415906274d9db5acb817275e1474,3
d4e58143ec94426aa0bbaac2c0d32507,1
a86ac6d54e704111b3141c39504cda2d,2
f0604d584b2849ea9446b50e23ad9e96,2
24fdd93ab3e5467b9d2caa93457b8001,1
ba3d7040ac1f475d940509f91af169f5,1
f4fe6eab1dc945d088f45c6ecce59351,3
0f8fa48d3d4b4387a81c86240d271b16,5
b0a503e669e84c2784a434b2f62c911b,1
e04953d231ba436d8d715a545d124a0f,1
215a722160ed4c08b9e362ad2682c733,1
54eb7234798742b9b1f33e6c41b3ddde,1
6cf4833f5d3f4d968f601b08afc5f971,4
f9c68ef92d0147e3ac03403811117a94,2
2672523f4f2b42889d882ed625d38db9,2
4e6301d1a26d4b92b506ddcf68d62ed0,1
f3c383fb3c844bf1840034457c2c7daa,1
4eb743e14790455bad4a939c6a6bfce3,2
d13626f0ea9d41df896dc3b4c0cb30cc,1
aae1487efe0e4a2c88a218eb1d897607,1
aa72b5deae894cbeb993b424b87f3e5e,1
b30dffc4d32c49bfa66db4aa6972bba5,2
d1e54f291eb54d068f4332e17430ad29,2
611d1716a7104be080d6276513a2f5b9,1
70bc7988612e4ad99e4ddfcd51858589,3
94fb06b675da4befa96914c91cbdad10,1
e8a79c3315ea418eb1d20a86e5aa6166,1
6689ab2bf0f244808efcbe6baf31b7de,2
676f2260a5e445afac4348a39f33c9f6,1
4771f2ceefbf4f6fa6fd6e660c17bf1b,3
80626a4a26f94101942b707dc73d42d8,3
c391c54bbf9d4df2ba2e7d1278baf408,1
281e91b16ef946838dd48baab9f9499a,2
d17b6ba23d03407c98f2a7f2e407798b,3
8ea68cca152b4d3ca3b22fed2f58634f,2
bb5bf38ce8f4453195adc60bcc225849,3
06931d48f7b640909d6aa2a2cc07b9bf,1
f0b9517056db4421be1c700370f37393,3
da77a8c75ddd4d7a8391912ba35735b8,2
6c213495f0584db2aa62bac1e0ded82c,5
de5b614cdb2042e29fcf0f848b26af21,1
d629b80a194840eaa7af263f8c7c1e38,3
3bf764c16e8d4022a6387174faef5dd0,2
b80a2a5fbb3f4372a0bead029428fb96,1
95195998e31044eea89edfc765daf61d,1
8a1c5378fe0b4fbaa89052b049ed8929,3
a3c92412e9824a4baba8d72534b9838c,2
620244007b5b49cca917ea2f4edfcf2f,2
7875925352014102acade62815570213,1
ed1d4a96ee404090894c9af7e775c168,4
6a9b1acd83dd4463a2e839ba28ae1ded,1
ac053e2a0db541b887174596e6054e81,1
4324272d4c3946a89498ddd876061a14,1
d14352e080ff4d848e7b19bbf2e94a36,1
edac2840339244778de4b214581b8a29,1
57b32037c15d49a6866335d9e8bcf546,1
de12772502a54d6fb1389e625dfe8fc3,1
f5960d79aaf2471981183b4100d57b4e,3
